Competition Title,Competition Date,FIRST,LAST,Nation,StartNr,Rank,Qualification,Qualification 1,Qualification 2,Semifinal,Final,Category
European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Frederik,VIBERG,DEN,258.0,42,3T4z88,,,,,boulder
European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Carl-William,SANDBERG,SWE,293.0,43,3T3z75,,,,,boulder
European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Theofanis Ermis,THEOCHAROPOULOS,GRE,270.0,44,1T2z52,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Luce,DOUADY,FRA,381.0,1,,,2T4z24,2T4z713,3T4z35,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Natsumi,HIRANO,JPN,388.0,2,,,3T4z1213,3T3z118,3T4z36,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Saki,KIKUCHI,JPN,395.0,3,,,4T4z1311,4T4z126,3T3z65,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Naile,MEIGNAN,FRA,508.0,4,,3T3z84,,2T4z48,2T3z28,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Hana,KUDO,JPN,398.0,5,,1T4z513,,2T4z57,1T3z24,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Jana,RAUTH,AUT,420.0,6,,,2T4z1221,2T3z1920,0T0z00,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Emily,PHILLIPS,GBR,416.0,7,,2T3z98,,1T4z110,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Julia,LOTZ,AUT,403.0,8,,,2T4z39,1T4z26,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Sienna,KOPF,USA,636.0,9,,,3T3z126,1T4z412,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Vanda,MICHALKOVA,SVK,410.0,9,,2T3z56,,1T4z412,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Miriam,FOGU,ITA,632.0,11,,,2T3z78,1T4z413,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Paige,BOKLASCHUK,CAN,368.0,12,,1T4z38,,1T4z623,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Eliška,BULENOVÁ,CZE,369.0,13,,,1T3z110,1T4z812,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Sarah Kate,ASHTON,USA,515.0,14,,2T4z511,,1T3z24,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Emma Stöver,WOLLEBAEK,NOR,436.0,15,,1T3z38,,1T3z27,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Michaela,SMETANOVA,CZE,425.0,16,,,1T3z614,1T3z49,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Jessica,FECANIN,SVK,385.0,17,,1T2z18,,1T3z811,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Kintana,ILTIS,FRA,507.0,18,,2T3z44,,1T2z23,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Lucija,TARKUS,SLO,427.0,19,,2T3z109,,1T2z34,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Zoé,EGLI,SUI,383.0,19,,,2T2z99,1T2z34,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Betka,DEBEVEC,SLO,379.0,21,,,0T3z08,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Quinn,MASON,USA,407.0,21,,1T2z45,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Adelaide,D'ADDARIO,ITA,375.0,23,,,0T3z09,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Nika,POTAPOVA,UKR,418.0,23,,1T2z56,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Daria,FURMANOVA,RUS,386.0,25,,0T4z05,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Vana,PICCINI,CRO,417.0,25,,,0T3z014,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Mona,JENEWEIN,AUT,505.0,27,,0T3z04,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Ingrid,KINDLIHAGEN,NOR,396.0,27,,0T3z04,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Pauline,OURY,BEL,626.0,27,,,0T2z02,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Elena,MATIAK-IABLUCHKINA,RUS,408.0,30,,,0T2z03,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Caterina,DAL ZOTTO,ITA,631.0,31,,,0T2z06,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Riley,GALLOWAY,CAN,506.0,31,,0T3z09,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,HYEWON,JOO,KOR,510.0,33,,0T3z011,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Hannah,SMITH,GBR,627.0,33,,,0T2z08,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Erin,STERKENBURG,RSA,426.0,33,,,0T2z08,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Lucie,WATILLON,BEL,435.0,33,,0T3z011,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Maria,BENACH ZUBERO,ESP,365.0,37,,,0T2z09,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Indiana,CHAPMAN,CAN,371.0,37,,0T2z04,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Liv,EGLI,SUI,384.0,37,,,0T2z09,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Evdoxia - Aikaterini,KALLIA,GRE,393.0,40,,0T2z05,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Marta,KLIMASZEWSKA,POL,397.0,41,,0T2z06,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Polina,KULAGINA,RUS,512.0,41,,0T2z06,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Aida,TORRES ILLAMOLA,ESP,431.0,41,,0T2z06,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Erica,VELEV,BUL,434.0,41,,,0T2z011,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Pia,ČULJAK,CRO,374.0,45,,,0T1z01,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Daria,NESTERENKO,UKR,412.0,45,,,0T1z01,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Seoyeon,PARK,KOR,415.0,45,,,0T1z01,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Réka,SÁNDOR,HUN,629.0,45,,,0T1z01,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,leah,JEFFRIES,AUS,391.0,49,,0T2z07,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Gaia Rebecca,TOFT LAURITZEN,DEN,430.0,49,,0T2z07,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Robin,CASEY,IRL,370.0,51,,,0T1z02,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Jordyn,DAMASCO,AUS,377.0,51,,0T2z09,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Athanasia,LIOUNI,GRE,402.0,51,,,0T1z02,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Ignacia,MELLADO QUINTEROS,CHI,409.0,51,,0T2z09,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Aleksandra,SCERBINA,LTU,634.0,51,,,0T1z02,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Anastasiia,TARNOVETSKA,UKR,514.0,56,,0T2z011,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Jacinth,LAPIN,RSA,399.0,57,,,0T1z04,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Tereza,ŠIRŮČKOVÁ,CZE,424.0,57,,0T2z016,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Yena,PI,KOR,633.0,59,,,0T1z06,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Eszter,RIESING,HUN,422.0,59,,0T1z01,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Lucie,DELCOIGNE,BEL,625.0,61,,,0T1z08,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Phoebe,KENDERDINE,NZL,394.0,61,,0T1z04,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Ella,EASTON,AUS,382.0,63,,0T1z06,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Pleun,FRANK,NED,635.0,63,,,0T0z00,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Yula,GOLD,ISR,630.0,63,,,0T0z00,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Tua,JACOBSSON,SWE,390.0,63,,,0T0z00,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Tayla,MANNING,NZL,406.0,63,,,0T0z00,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Shreya Sanjay Nankar,NANKAR,IND,411.0,63,,,0T0z00,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Joëlle,NIEDERBERGER,SUI,413.0,63,,,0T0z00,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Ritika,RAWAT,IND,421.0,63,,,0T0z00,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Blanka,RUBINT,HUN,628.0,63,,,0T0z00,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Regina,SALAZAR PUGA,MEX,423.0,63,,,0T0z00,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Clara,BLOM-DANDOY,SWE,513.0,73,,0T0z00,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Iasmin,DE QUEIROZ FREITAS,BRA,378.0,73,,0T0z00,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Georgiana,DORWARD,RSA,511.0,73,,0T0z00,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Asal,ISLAMOVA,UZB,389.0,73,,0T0z00,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Popova,JŪLIJA,LAT,392.0,73,,0T0z00,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Emilie,TIRADO,ECU,428.0,73,,0T0z00,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Adeliya,UTESHEVA,KAZ,509.0,73,,0T0z00,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Ariana,VAN LITH,NZL,433.0,73,,0T0z00,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Oriane,BERTONE,FRA,4.0,1,,,4T4z84,3T3z114,2T4z36,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Ryu,NAKAGAWA,JPN,46.0,2,,,4T4z95,2T3z25,2T2z43,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Hana,KOIKE,JPN,35.0,3,,,4T4z86,2T3z37,1T3z214,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Angie,SCARTH-JOHNSON,AUS,66.0,4,,2T3z78,,2T3z37,1T2z12,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Alessia,MABBONI,ITA,522.0,5,,1T3z410,,2T3z64,1T2z17,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Campbell,SARINOPOULOS,USA,605.0,6,,,2T4z37,2T3z45,1T1z43,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Sana,OGURA,JPN,52.0,7,,4T4z118,,2T3z86,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Lena,SCHRITTWIESER,AUT,595.0,8,,,1T3z56,2T3z914,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Gwen,MORGAN,GBR,45.0,9,,2T3z117,,1T3z14,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,GENEVIEVE,DENNIS,USA,604.0,10,,,1T3z37,1T3z17,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Aleksandra,TOTKOVA,BUL,78.0,11,,,1T3z410,1T3z212,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Gal·la,PÉREZ PETANAS,ESP,59.0,12,,1T4z217,,1T3z215,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Irina,DAZIANO,ITA,599.0,13,,,1T3z514,1T2z15,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Emilia,WARENSKI,AUT,80.0,14,,2T2z75,,1T2z114,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Heeju,NOH,KOR,51.0,15,,2T3z89,,1T2z36,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Anja,KÖHLER,SUI,34.0,16,,,1T3z48,1T2z46,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Eva,PUHAR,SLO,526.0,17,,2T4z69,,0T2z02,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Saula,LERONDEL,FRA,38.0,18,,,2T4z47,0T2z03,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Lucia,MIRANDA CID,ESP,44.0,18,,1T3z310,,0T2z03,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Sara,COPAR,SLO,12.0,20,,3T4z118,,0T2z06,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Anna Ludmila,HRBACOVA,CZE,520.0,21,,1T2z28,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Marilu,SOMMER,SUI,74.0,21,,,1T2z110,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Zélia,AVEZOU,FRA,597.0,23,,,1T2z32,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Nore,PELLENS,BEL,518.0,23,,1T2z35,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Ellisa,ANDRES,AUS,1.0,25,,1T2z38,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Markéta,JANOŠOVÁ,CZE,31.0,25,,,1T2z48,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Lucija,BRKIĆ,CRO,6.0,27,,1T2z45,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Daria,NAWÓJ,POL,47.0,27,,,1T2z78,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Anine,HJORTH ALSTRUP,DEN,30.0,29,,1T2z410,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Marina,KUSHANINA,RUS,602.0,29,,,1T1z53,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Mira,CAPICCHIONI,USA,603.0,31,,,0T3z04,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Zorka,SOMORJAI,HUN,75.0,31,,1T2z511,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Louise,FLOCKHART,GBR,25.0,33,,0T3z04,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Edel,LEMVIK,NOR,37.0,33,,,0T3z07,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Federica,PAPETTI,ITA,55.0,35,,0T2z02,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Emi,TAKASHIBA,CAN,77.0,35,,,0T3z09,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Ema,SELIŠKAR,SLO,67.0,37,,,0T3z013,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Victoria,SMIRNOVA,RUS,525.0,37,,0T2z04,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Carmen,CONTRERAS,CHI,596.0,39,,,0T2z02,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Marie,SCHÖPFER,AUT,517.0,39,,0T2z05,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Nalat,DISYABUT,THA,16.0,41,,0T2z06,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Ksenija,DOBRZINSKA,LAT,19.0,41,,,0T2z07,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,SYDNEY,PARK,CAN,57.0,41,,,0T2z07,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Lana,BAKIĆ,CRO,2.0,44,,0T1z01,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Bar,SNIR,ISR,73.0,44,,0T1z01,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Matilda,COLLINS,GBR,10.0,46,,,0T2z010,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Maria,FISEYSKAYA,RUS,24.0,47,,,0T2z013,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Nattcha,RAVIWONGSE,THA,61.0,47,,0T1z03,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Sofia,DURKOVA,SVK,20.0,49,,,0T1z02,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,TULA,SHERKAT,CAN,519.0,49,,0T1z04,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Abby,GEBERT,NZL,28.0,51,,0T1z05,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Rauen,KROHN,RSA,36.0,51,,,0T1z03,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Ilia,WIELAND,SUI,82.0,51,,,0T1z03,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Sunniva,ØVRE-EIDE,NOR,798.0,51,,0T1z05,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Annika,LORENTZEN,DEN,40.0,55,,,0T1z04,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Kateryna,PEDKO,UKR,58.0,55,,0T1z06,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Napat,DISYABUT,THA,17.0,57,,,0T1z06,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Martina,DUSANKOVA,CZE,21.0,57,,0T1z07,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Daniela,PARADELA GUERRERO,MEX,56.0,57,,,0T1z06,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Beatriz,ROSAS,CHI,63.0,57,,0T1z07,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Anastasiia,SKIDAN,UKR,72.0,57,,,0T1z06,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Anisha,VARMA,IND,79.0,57,,0T1z07,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Ashley,BROOKS,AUS,516.0,63,,0T0z00,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Dorota,BULANDOVA,SVK,7.0,63,,0T0z00,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Caitlyn,BURWOOD,RSA,8.0,63,,0T0z00,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Sohha Ninad,DIWAN,IND,18.0,63,,0T0z00,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Olga,EXAKOIDI,GRE,23.0,63,,0T0z00,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Ariadna,HERRANZ GONZÁLEZ,ESP,521.0,63,,0T0z00,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Lara,KMOCH,CRO,33.0,63,,,0T1z08,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Rachael,KUHN,RSA,524.0,63,,0T0z00,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Imgyeong,LEE,KOR,523.0,63,,0T0z00,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Valeria,MARTÍNEZ CUEVAS,MEX,42.0,63,,0T0z00,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Zuzanna,MIENTUS,POL,43.0,63,,0T0z00,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Maria,NEDELCHEVA,BUL,48.0,63,,0T0z00,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Zoi,PALTATSIDOU,GRE,54.0,63,,0T0z00,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Dasom,YUN,KOR,84.0,63,,0T0z00,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Dayana,CORREA,ECU,13.0,77,,,0T0z00,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,ADLIYAH BAIQUNI,EGALITA,INA,598.0,77,,,0T0z00,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Camila,GONZALEZ,CHI,29.0,77,,,0T0z00,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,YELIZAVETA,LITUS,KAZ,600.0,77,,,0T0z00,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Elise,MANNERSTRÅLE,SWE,22.0,77,,,0T0z00,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,ALINA,PONOMARYOVA,KAZ,601.0,77,,,0T0z00,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Roberta,PORTALES TAMAYO,MEX,60.0,77,,,0T0z00,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Alia,ROBINSON,NZL,62.0,77,,,0T0z00,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Jasmin Justesen,RØNNOW,DEN,64.0,77,,,0T0z00,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Niki,SAKKA,GRE,65.0,77,,,0T0z00,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Saniya,SHEIKH,IND,69.0,77,,,0T0z00,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Joy,WILLIAMS,NZL,83.0,77,,,0T0z00,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Laura,ROGORA,ITA,279.0,1,4T4z1710,,,3T3z88,3T3z44,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Natalia,GROSSMAN,USA,255.0,2,3T4z97,,,2T4z46,2T3z36,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Lucia,DÖRFFEL,GER,791.0,3,2T3z214,,,1T4z211,1T3z110,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Lucile,SAUREL,FRA,785.0,4,3T4z68,,,1T4z17,1T3z24,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Camilla,MORONI,ITA,781.0,5,3T3z65,,,2T4z1015,1T3z29,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Urska,REPUSIC,SLO,455.0,6,2T4z515,,,2T3z75,0T3z011,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Holly,TOOTHILL,GBR,794.0,7,3T4z68,,,1T4z39,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Daria,VERETENINA,RUS,283.0,8,2T3z911,,,1T4z413,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Mattea,PÖTZI,AUT,276.0,9,2T2z96,,,1T4z920,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Ayala,KEREM,ISR,799.0,10,2T4z312,,,1T3z13,,boulder
